1279237740000000,552.8853995,11.3402271314,141
1279237800000000,551.1197855,13.119850943,152
1279237860000000,550.927076667,12.7444378268,150
1279237920000000,553.007792667,11.5847923276,141
1279237980000000,547.766447333,14.2658916938,167
1279238040000000,541.004459,14.7549311119,175
1279238100000000,538.462552,14.3516171091,171
1279238160000000,533.5937265,11.926456089,144
1279238220000000,533.075504667,11.6500140649,143
1279238280000000,532.947897167,11.4134708698,142
1279238340000000,532.861961167,11.2897908136,137
1279238400000000,532.906230333,11.3601443029,134
1279238460000000,533.088522833,11.627540656,144
1279238520000000,532.9114385,11.4159822556,139
1279238580000000,532.879157333,11.268575023,136
1279238640000000,532.865599667,11.1105114741,140
1279238700000000,533.062479,11.6813342149,143
1279238760000000,532.8541475,11.2351205474,140
1279238820000000,532.885399,11.2895920775,138
1279238880000000,532.976544,11.3039821516,137
1279238940000000,532.942689167,11.4056842028,141
1279239000000000,532.906232,11.3761844319,145
1279239060000000,532.890606,11.361841706,137
1279239120000000,533.088522833,11.6342583938,140
1279239180000000,532.939007333,11.4753112911,140
1279239240000000,532.860434833,11.2319688493,136
1279239300000000,532.848937667,11.2387550099,139
1279239360000000,533.098938333,11.6404356107,141
1279239420000000,532.893210167,11.3508582612,140
1279239480000000,533.010396167,11.5153478708,139
1279239540000000,532.927065167,11.3318398555,144
1279239600000000,533.052065833,11.713005698,142
1279239660000000,532.893210667,11.2656543842,146
1279239720000000,526.250711667,14.6162886418,155
1279239780000000,514.280099667,12.2801216135,145
1279239840000000,512.925583167,11.4473713781,140
1279239900000000,512.924459833,11.3909569257,146
1279239960000000,512.890606333,11.3182092971,141
1279240020000000,512.976542333,11.3085841615,143
1279240080000000,513.0468545,11.6161279832,141
1279240140000000,512.921856833,11.3675978544,142
1279240200000000,512.822899667,11.0796943763,141
1279240260000000,513.046856333,11.4921719655,143
1279240320000000,512.888001667,11.1648257058,144
1279240380000000,512.927064667,11.4461664225,139
1279240440000000,512.770816,11.1490320369,135
1279240500000000,513.138000833,11.6512209276,141
1279240560000000,512.901023,11.461886649,139
1279240620000000,512.882792,11.312143635,136
1279240680000000,512.927066,11.3822879056,141
1279240740000000,513.070291667,11.6401951193,141
1279240800000000,512.914043333,11.3799039884,142
1279240860000000,512.9114395,11.248227788,142
1279240920000000,512.968732667,11.3806484739,144
1279240980000000,512.934876667,11.347044356,145
1279241040000000,512.825502833,11.1317894072,133
1279241100000000,512.851545833,11.2183894281,142
1279241160000000,508.536467833,14.2756523002,163
1279241220000000,512.893211833,11.3094902753,140
1279241280000000,504.083337333,14.9797578826,175
1279241340000000,503.924391667,14.90907945,179
1279241400000000,498.632755333,14.5587764603,172
1279241460000000,500.552015667,14.8589440642,183
1279241520000000,497.1333145,13.9571577543,158
1279241580000000,503.743189833,14.9454664767,169
1279241640000000,502.571194833,15.0958125142,176
1279241700000000,501.882736167,14.8577040463,181
1279241760000000,504.336902667,14.6874625194,183
1279241820000000,504.233224833,15.1475634733,178
1279241880000000,511.376178833,12.4051909895,152
1279241940000000,502.139233333,15.0617116362,169
1279242000000000,495.739546167,13.3218959412,154
1279242060000000,493.059878167,11.505698035,147
1279242120000000,492.976544833,11.4981328566,145
1279242180000000,493.578102,11.8127048587,148
1279242240000000,496.976518167,13.6854013193,159
1279242300000000,493.687478,11.8890492751,145
1279242360000000,492.9192515,11.3556610998,144
1279242420000000,492.966126333,11.3641487982,149
1279242480000000,492.981753,11.3669369539,149
1279242540000000,493.072897667,11.680834014,143
1279242600000000,492.924459,11.2714473882,146
1279242660000000,492.924460667,11.3106589762,148
1279242720000000,493.127584667,11.6919484042,149
1279242780000000,492.992168833,11.5099219809,144
1279242840000000,492.882467167,11.2084439018,148
1279242900000000,492.924788667,11.3470742744,144
1279242960000000,493.046856,11.4103040501,146
1279243020000000,492.885397167,11.2433595894,143
1279243080000000,492.968731,11.426317703,145
1279243140000000,492.958314167,11.4130591411,154
1279243200000000,493.119770833,11.6348693567,150
1279243260000000,492.966127833,11.459994503,156
1279243320000000,492.921855833,11.2478438003,147
1279243380000000,493.013002333,11.5361371469,143
1279243440000000,492.855055333,11.3617627319,135
1279243500000000,492.881885333,11.2730680647,141
1279243560000000,487.888034333,14.1381487834,197
1279243620000000,483.14085,15.1624469643,241
1279243680000000,480.929617167,14.6928501974,279
1279243740000000,483.153637167,14.8254296493,255
1279243800000000,484.6849305,14.8272525397,221
1279243860000000,486.260440167,14.8805519808,221
1279243920000000,491.671864333,12.3159679407,160
1279243980000000,489.071327333,13.5875326585,179
1279244040000000,479.383301667,14.4385127292,226
1279244100000000,474.253037167,12.1828842997,302
1279244160000000,473.489561333,11.4523069743,289
1279244220000000,473.429665167,11.5439365835,279
1279244280000000,473.7213305,11.8312642735,300
1279244340000000,473.434247667,11.4880269396,285
1279244400000000,473.323521333,11.4860072529,256
1279244460000000,473.450499167,11.3534335703,292
1279244520000000,473.510392667,11.8769338071,254
1279244580000000,473.395812167,11.5189560318,255
1279244640000000,473.323976,11.4425253718,259
1279244700000000,473.3765005,11.3961547334,267
1279244760000000,473.6171645,11.8459520222,295
1279244820000000,473.427062667,11.4757064334,289
1279244880000000,473.411433833,11.4667375861,277
1279244940000000,473.434875167,11.5829311599,266
1279245000000000,473.252586,11.4458924647,253
1279245060000000,473.343728333,11.5341799665,253
1279245120000000,473.416643333,11.4105463643,282
1279245180000000,473.567685667,12.1054287677,250
1279245240000000,473.428401833,11.5995157601,277
1279245300000000,473.428324167,11.3669564268,304
1279245360000000,473.403624167,11.4018857007,295
1279245420000000,473.664038833,11.8469369217,304
1279245480000000,473.4322695,11.6184947854,274
1279245540000000,473.440736667,11.606176855,271
1279245600000000,473.603489167,11.6537319127,303
1279245660000000,473.6413865,11.680530925,315
1279245720000000,473.499192833,11.526098842,296
1279245780000000,473.523415,11.4703528021,308
1279245840000000,473.522107167,11.7820862374,281
1279245900000000,473.529931667,11.4274108658,312
1279245960000000,473.630186,11.6098914554,328
1279246020000000,473.445292667,11.4872638942,297
1279246080000000,473.9036185,11.8824645707,348
1279246140000000,473.562477667,11.5093034632,330
1279246200000000,473.622375167,11.4735840006,346
1279246260000000,473.536435667,11.5692214997,314
1279246320000000,473.601537667,11.7491894658,310
1279246380000000,473.484352167,11.460711219,315
1279246440000000,473.480397,11.6376983716,272
1279246500000000,473.451851,11.5385405493,295
1279246560000000,472.466131833,12.1786019496,360
1279246620000000,465.203952333,12.1689214852,450
1279246680000000,465.0103845,12.099809592,487
1279246740000000,470.1633275,12.6842797376,416
1279246800000000,468.011034,12.5559351537,447
1279246860000000,464.2338075,12.001985213,487
1279246920000000,464.940613833,12.2960785056,482
1279246980000000,461.122387333,10.8091849835,587
1279247040000000,460.2411395,10.4800601179,649
1279247100000000,461.266663167,10.7983020003,551
1279247160000000,463.187476333,12.2429961457,553
1279247220000000,460.541661667,10.4292089492,603
1279247280000000,460.708328333,10.3540282486,592
1279247340000000,460.804682,10.2952607323,556
1279247400000000,460.958326167,10.5582512421,576
1279247460000000,460.846350333,10.0667918316,532
1279247520000000,461.013015,10.2514869138,528
1279247580000000,462.093735833,10.9848763577,526
1279247640000000,460.802079667,10.5441369905,605
1279247700000000,460.682288833,10.1063384541,581
1279247760000000,460.650615667,10.4879349375,604
1279247820000000,460.851977333,10.5140527212,567
1279247880000000,460.638016167,10.4150104995,578
1279247940000000,460.569698167,10.288476353,573
1279248000000000,460.370400667,10.4911527812,643
1279248060000000,460.716143,10.6326901207,609
1279248120000000,460.924475,10.2522312681,516
1279248180000000,460.885411833,10.1292041914,531
1279248240000000,460.880202167,10.1039188344,533
1279248300000000,460.476559667,10.5823335903,579
1279248360000000,460.684891167,10.0454201384,587
1279248420000000,460.729161167,10.3425107683,601
1279248480000000,460.419267333,10.4610153221,643
1279248540000000,460.841141167,10.4355737682,580
1279248600000000,460.919264333,10.183887916,523
1279248660000000,460.835932333,10.2826485142,562
1279248720000000,460.807289,10.6273901376,574
1279248780000000,461.0364515,10.0476994028,508
1279248840000000,460.932286167,10.1686279394,545
1279248900000000,460.583328,10.1073813841,556
1279248960000000,461.034754,10.0279694269,501
1279249020000000,460.790757333,10.2219021146,548
1279249080000000,460.958328,10.0347174405,490
1279249140000000,460.860082667,10.4199520699,548
1279249200000000,460.913343167,10.407341764,539
1279249260000000,460.669265,10.3804871928,612
1279249320000000,460.646350167,10.3124801315,577
1279249380000000,460.616662167,10.3311959346,601
1279249440000000,460.680077333,10.4421310798,598
1279249500000000,460.640555833,10.340863595,550
1279249560000000,460.541335833,10.3365868246,567
1279249620000000,461.325511,10.4177110692,493
1279249680000000,461.109367333,9.86459954178,495
1279249740000000,460.8359325,10.0934970082,527
1279249800000000,461.281242833,10.0168315916,461
1279249860000000,445.299465333,11.6687551684,198
1279249920000000,456.130342,12.7688372074,419
1279249980000000,453.362021,13.3570126948,377
1279250040000000,451.65085,13.5930771943,359
1279250100000000,452.779871333,13.4707633551,368
1279250160000000,448.855909333,12.8461743934,314
1279250220000000,450.241372333,13.290373185,351
