1279237740000000,74.0874763,0.548822798,123
1279237800000000,72.8658650833,0.343840186906,114
1279237860000000,71.5869542667,0.49449195023,82
1279237920000000,69.8551477667,0.70479020318,105
1279237980000000,67.4592637833,0.790514659775,114
1279238040000000,65.03637095,0.748075867807,85
1279238100000000,63.2194830833,0.437151910436,76
1279238160000000,62.11270655,0.317876417685,162
1279238220000000,61.5889991,0.492015406465,174
1279238280000000,60.65644025,0.474896249911,108
1279238340000000,59.4106021667,0.49405596248,94
1279238400000000,57.9347323,0.551432674044,139
1279238460000000,56.6103275833,0.488742765699,106
1279238520000000,55.9929688,0.0835569400238,23
1279238580000000,55.20458825,0.403400418891,142
1279238640000000,54.9994791667,0.0228158292849,3
1279238700000000,54.7743634,0.418000866913,202
1279238760000000,54.00911455,0.0950340727224,35
1279238820000000,53.9994791667,0.0228158292749,3
1279238880000000,53.9049485333,0.29328601288,203
1279238940000000,53.6821509667,0.46564044642,542
1279239000000000,53.0723952833,0.259141286337,179
1279239060000000,53.00156245,0.0394969460838,7
1279239120000000,52.8644224167,0.342339454681,192
1279239180000000,52.01302075,0.11336317775,31
1279239240000000,51.9065966833,0.290996799127,172
1279239300000000,51.0427081,0.202198215112,109
1279239360000000,51.0015624833,0.0394973667381,7
1279239420000000,51.0020833333,0.0455959763123,9
1279239480000000,51.0005208333,0.0228158292849,3
1279239540000000,51.0010416667,0.0322580470179,5
1279239600000000,50.9854167167,0.119877484042,53
1279239660000000,50.1255672167,0.331360967474,216
1279239720000000,50.0005208333,0.0228158292849,3
1279239780000000,49.7289360667,0.444509029581,328
1279239840000000,49.0182289833,0.133778501638,61
1279239900000000,48.9979166833,0.0455957943022,9
1279239960000000,48.1229311167,0.328358123429,140
1279240020000000,47.7130250833,0.452349769394,164
1279240080000000,46.9148403667,0.284662027998,72
1279240140000000,45.7919180667,0.412300993232,88
1279240200000000,44.7158704667,0.453302593883,114
1279240260000000,43.5838336833,0.493977307379,100
1279240320000000,42.5465879667,0.497824829998,74
1279240380000000,41.59606035,0.490685652081,110
1279240440000000,40.4564715167,0.498101667472,114
1279240500000000,39.3351118,0.472029534564,124
1279240560000000,38.2197415333,0.41969352929,106
1279240620000000,36.8629050833,0.50359252757,183
1279240680000000,35.78248555,0.415072580852,136
1279240740000000,35.0005208333,0.0395250393119,7
1279240800000000,34.8885424,0.314697955828,261
1279240860000000,34.4881972833,0.499860676468,454
1279240920000000,34.0015624833,0.039497366741,7
1279240980000000,33.8222970333,0.382262504445,170
1279241040000000,33.00781245,0.08804212415,31
1279241100000000,32.80535715,0.395925511863,196
1279241160000000,32.00781245,0.08804212415,29
1279241220000000,32.0,0.0,1
1279241280000000,32.0,0.0,1
1279241340000000,31.97355975,0.160440528483,92
1279241400000000,31.2682275333,0.443036706939,349
1279241460000000,31.0036458,0.0602702923698,15
1279241520000000,31.0005208333,0.0228158292849,3
1279241580000000,30.9937500333,0.0788092924928,25
1279241640000000,30.8601572667,0.346823792822,335
1279241700000000,30.2021720333,0.401619847955,444
1279241760000000,30.0062499667,0.0788092924942,23
1279241820000000,30.0020833333,0.0455959763073,9
1279241880000000,30.0005208167,0.0228154644161,3
1279241940000000,29.9979166833,0.045595794306,9
1279242000000000,29.9914063667,0.0923026695142,33
1279242060000000,29.9562502667,0.204537757313,145
1279242120000000,29.7763035333,0.416720958757,521
1279242180000000,29.3523803,0.477711653795,578
1279242240000000,29.0346351667,0.182853963306,111
1279242300000000,29.0065104,0.0804239683912,25
1279242360000000,29.00624995,0.0788091880747,25
1279242420000000,29.0052082833,0.0719802550576,19
1279242480000000,29.00416665,0.0644149751832,17
1279242540000000,29.0020833167,0.0455957943047,9
1279242600000000,29.0020833,0.0455956123014,9
1279242660000000,29.0005208333,0.0228158292874,3
1279242720000000,29.0,0.0,1
1279242780000000,29.0005208167,0.0228154644161,3
1279242840000000,29.0,0.0,1
1279242900000000,29.0,0.0,1
1279242960000000,29.0,0.0,1
1279243020000000,29.0,0.0,1
1279243080000000,29.0,0.0,1
1279243140000000,29.0,0.0,1
1279243200000000,28.9994791833,0.0228154644235,3
1279243260000000,29.0005208333,0.0228158292874,3
1279243320000000,29.0,0.0,1
1279243380000000,29.0,0.0,1
1279243440000000,29.0,0.0,1
1279243500000000,28.9994791667,0.0228158292849,3
1279243560000000,28.9994791667,0.0228158292849,3
1279243620000000,29.0,0.0,1
1279243680000000,28.9994791667,0.0228158292849,3
1279243740000000,29.0,0.0322748612182,5
1279243800000000,28.9994791667,0.0228158292849,3
1279243860000000,29.0005208333,0.0228158292874,3
1279243920000000,28.9994791833,0.0228154644235,3
1279243980000000,29.0,0.0,1
1279244040000000,28.9994791667,0.0228158292849,3
1279244100000000,29.0,0.0,1
1279244160000000,29.0005208333,0.0228158292874,3
1279244220000000,29.0,0.0,1
1279244280000000,29.0,0.0,1
1279244340000000,29.0,0.0322748612182,5
1279244400000000,28.9999999833,0.032274603021,5
1279244460000000,29.0,0.0,1
1279244520000000,29.0005208333,0.0228158292874,3
1279244580000000,29.0,0.0,1
1279244640000000,29.0,0.0,1
1279244700000000,28.9984375333,0.0394971564101,7
1279244760000000,28.9994791833,0.0228154644235,3
1279244820000000,28.99895835,0.03225778922,5
1279244880000000,29.0,0.0,1
1279244940000000,28.99895835,0.03225778922,5
1279245000000000,28.9994791667,0.0228158292849,3
