Time,Motion (Triggered),Distance (in CM),CO2 ( in PPM),Manual Occupancy (1 = TRUE)
12:08:50,0,-1,605,0
12:08:51,0,-1,605,0
12:08:52,0,-1,605,0
12:08:53,0,-1,605,0
12:08:54,0,-1,605,0
12:08:55,0,-1,605,0
12:08:56,0,-1,605,0
12:08:57,0,-1,605,0
12:08:58,0,-1,605,0
12:08:59,0,-1,605,0
12:09:00,0,-1,605,0
12:09:01,0,-1,605,0
12:09:02,0,-1,605,0
12:09:03,0,-1,605,0
12:09:04,0,-1,605,0
12:09:05,0,-1,606,0
12:09:06,0,-1,606,0
12:09:07,0,-1,606,0
12:09:08,0,-1,606,0
12:09:09,0,-1,606,0
12:09:10,0,-1,606,0
12:09:11,0,-1,606,0
12:09:12,0,-1,606,0
12:09:13,0,-1,606,0
12:09:14,0,-1,606,0
12:09:15,0,-1,606,0
12:09:16,0,-1,606,0
12:09:17,0,-1,606,0
12:09:18,0,-1,606,0
12:09:19,0,-1,606,0
12:09:20,0,-1,607,0
12:09:21,0,-1,607,0
12:09:22,0,-1,607,0
12:09:23,0,-1,607,0
12:09:24,0,-1,607,0
12:09:25,0,-1,607,0
12:09:26,0,-1,607,0
12:09:27,0,-1,607,0
12:09:28,0,-1,607,0
12:09:29,0,-1,607,0
12:09:30,0,-1,607,0
12:09:31,0,-1,607,0
12:09:32,0,-1,606,0
12:09:33,0,-1,606,0
12:09:34,0,-1,606,0
12:09:35,0,-1,608,0
12:09:36,0,-1,608,0
12:09:37,0,-1,608,0
12:09:38,0,-1,608,0
12:09:39,0,-1,607,0
12:09:40,0,-1,607,0
12:09:41,0,-1,607,0
12:09:42,0,-1,607,0
12:09:43,0,-1,607,0
12:09:44,0,-1,607,0
12:09:45,0,-1,607,0
12:09:46,0,-1,607,0
12:09:47,0,-1,608,0
12:09:48,0,-1,608,0
12:09:49,0,-1,608,0
12:09:50,0,-1,608,0
12:09:51,0,-1,608,0
12:09:52,0,-1,608,0
12:09:53,0,-1,608,0
12:09:54,0,-1,608,0
12:09:55,0,-1,608,0
12:09:56,0,-1,608,0
12:09:57,0,-1,608,0
12:09:58,0,-1,607,0
12:09:59,0,-1,607,0
12:10:00,0,-1,607,0
12:10:01,0,-1,607,0
12:10:02,0,-1,607,0
12:10:03,0,-1,607,0
12:10:04,0,-1,607,0
12:10:05,0,-1,607,0
12:10:06,0,-1,607,0
12:10:07,0,-1,607,0
12:10:08,0,-1,607,0
12:10:09,0,-1,607,0
12:10:10,0,-1,607,0
12:10:11,0,-1,607,0
12:10:12,0,-1,607,0
12:10:13,0,-1,607,0
12:10:14,0,-1,607,0
12:10:15,0,43.05,607,0
12:10:16,0,-1,607,0
12:10:17,0,-1,607,0
12:10:18,0,-1,607,0
12:10:19,0,-1,607,0
12:10:20,0,-1,606,0
12:10:21,0,-1,606,0
12:10:22,0,-1,606,0
12:10:23,0,-1,606,0
12:10:24,0,-1,607,0
12:10:25,0,-1,607,0
12:10:26,0,-1,607,0
12:10:27,0,-1,607,0
12:10:28,0,-1,606,0
12:10:29,0,-1,606,0
12:10:30,0,-1,606,0
12:10:31,0,-1,606,0
12:10:32,0,-1,606,0
12:10:33,0,-1,606,0
12:10:34,0,-1,606,0
12:10:35,0,-1,606,0
12:10:36,0,-1,606,0
12:10:37,0,-1,606,0
12:10:38,0,-1,606,0
12:10:39,0,-1,606,0
12:10:40,0,-1,606,0
12:10:41,0,-1,606,0
12:10:42,0,-1,606,0
12:10:43,0,-1,606,0
12:10:44,0,-1,606,0
12:10:45,0,-1,606,0
12:10:46,0,-1,606,0
12:10:47,0,-1,606,0
12:10:48,0,-1,606,0
12:10:49,0,-1,606,0
12:10:50,0,-1,606,0
12:10:51,0,-1,606,0
12:10:52,0,-1,606,0
12:10:53,0,-1,606,0
12:10:54,0,-1,606,0
12:10:55,0,-1,606,0
12:10:56,0,-1,606,0
12:10:57,0,-1,606,0
12:10:58,0,-1,605,0
12:10:59,0,-1,605,0
12:11:00,0,-1,605,0
12:11:01,0,-1,605,0
12:11:02,0,-1,605,0
12:11:03,0,-1,605,0
12:11:04,0,-1,605,0
12:11:05,0,-1,605,0
12:11:06,0,-1,605,0
12:11:07,0,-1,605,0
12:11:08,0,-1,605,0
12:11:09,0,-1,605,0
12:11:10,0,-1,605,0
12:11:11,0,55.16,605,0
12:11:12,0,-1,605,0
12:11:13,0,-1,604,0
12:11:14,0,-1,604,0
12:11:15,0,-1,604,0
12:11:16,0,-1,604,0
12:11:17,0,-1,604,0
12:11:18,0,-1,604,0
12:11:19,0,-1,604,0
12:11:20,0,-1,604,0
12:11:21,0,-1,604,0
12:11:22,0,-1,604,0
12:11:23,0,-1,604,0
12:11:24,0,-1,604,0
12:11:25,0,-1,604,0
12:11:26,0,-1,604,0
12:11:27,0,-1,603,0
12:11:28,0,-1,603,0
12:11:29,0,-1,603,0
12:11:30,0,-1,603,0
12:11:31,0,-1,603,0
12:11:32,0,-1,603,0
12:11:33,0,-1,603,0
12:11:34,0,-1,603,0
12:11:35,0,-1,603,0
12:11:36,0,-1,603,0
12:11:37,0,33.67,603,0
12:11:38,0,-1,603,0
12:11:39,0,-1,602,0
12:11:40,0,-1,602,0
12:11:41,0,-1,602,0
12:11:42,0,-1,602,0
12:11:43,0,-1,602,0
12:11:44,0,-1,602,0
12:11:45,0,-1,602,0
12:11:46,0,-1,601,0
12:11:47,0,-1,601,0
12:11:48,0,-1,601,0
12:11:49,0,-1,601,0
12:11:50,0,-1,602,0
12:11:51,0,-1,602,0
12:11:52,0,-1,602,0
12:11:53,0,-1,602,0
12:11:54,0,-1,601,0
12:11:55,0,-1,601,0
12:11:56,0,-1,601,0
12:11:57,0,-1,600,0
12:11:58,0,-1,600,0
12:11:59,0,-1,600,0
12:12:00,0,-1,600,0
12:12:01,0,-1,600,0
12:12:02,0,-1,600,0
12:12:03,1,-1,600,0
12:12:04,1,11.41,600,0
12:12:05,1,-1,599,1
12:12:06,1,-1,599,1
12:12:07,1,-1,599,1
12:12:08,1,81.71,700,1
12:12:09,1,-1,700,1
12:12:10,1,-1,700,1
12:12:11,1,-1,700,1
12:12:12,1,69.79,771,1
12:12:13,1,62.31,771,1
12:12:14,1,-1,771,1
12:12:15,1,84.34,771,1
12:12:16,1,-1,824,1
12:12:17,0,53.22,824,1
12:12:18,0,88.03,824,1
12:12:19,0,87.33,824,1
12:12:20,0,89.62,865,1
12:12:21,0,54.47,865,1
12:12:22,0,56.29,865,1
12:12:23,0,87.91,865,1
12:12:24,0,90.53,889,1
12:12:25,0,88.33,889,1
12:12:26,0,87.57,889,1
12:12:27,0,89.21,903,1
12:12:28,0,56.22,903,1
12:12:29,0,88.24,903,1
12:12:30,0,88.72,903,1
12:12:31,0,59.52,923,1
12:12:32,0,87.12,923,1
12:12:33,0,56.24,923,1
12:12:34,0,87.24,923,1
12:12:35,0,89.16,942,1
12:12:36,0,-1,942,1
12:12:37,0,-1,942,1
12:12:38,0,59.76,942,1
12:12:39,0,-1,959,1
12:12:40,0,88.83,959,1
12:12:41,0,86.07,959,1
12:12:42,0,-1,959,1
12:12:43,0,88.74,973,1
12:12:44,0,-1,973,1
12:12:45,0,-1,973,1
12:12:46,0,87.52,988,1
12:12:47,0,54.33,988,1
12:12:48,0,-1,988,1
12:12:49,0,-1,988,1
12:12:50,0,81.66,1003,1
12:12:51,0,-1,1003,1
12:12:52,0,82.47,1003,1
12:12:53,0,-1,1003,1
12:12:54,0,83.28,994,1
12:12:55,0,74.64,994,1
12:12:56,1,78.57,994,1
12:12:57,1,78.53,994,1
12:12:58,1,79.41,999,1
12:12:59,1,-1,999,1
12:13:00,1,-1,999,1
12:13:01,1,82.53,1026,1
12:13:02,1,79,1026,1
12:13:03,1,-1,1026,1
12:13:04,1,81.38,1026,1
12:13:05,1,79.53,1028,1
12:13:06,1,77.93,1028,1
12:13:07,1,79,1028,1
12:13:08,1,77.43,1028,1
12:13:09,1,81.31,1024,1
12:13:10,0,80.71,1024,1
12:13:11,0,78.33,1024,1
12:13:12,0,77.98,1024,1
12:13:13,0,79.62,1019,1
12:13:14,0,-1,1019,1
12:13:15,0,80.09,1019,1
12:13:16,0,75.19,1019,1
12:13:17,0,-1,1017,1
12:13:18,0,-1,1017,1
12:13:19,0,-1,1017,1
12:13:20,0,77.72,1017,1
12:13:21,0,-1,1017,1
12:13:22,0,78.71,1017,1
12:13:23,0,77.43,1017,1
12:13:24,0,79.47,1011,1
12:13:25,0,80.41,1011,1
12:13:26,0,-1,1011,1
12:13:27,0,75.52,1011,1
12:13:28,0,-1,1013,1
12:13:29,0,73.28,1013,1
12:13:30,0,73.28,1013,1
12:13:31,0,75.21,1013,1
12:13:32,0,74.9,1014,1
12:13:33,0,75.1,1014,1
12:13:34,0,74.66,1014,1
12:13:35,0,72.45,1014,1
12:13:36,0,75.53,1016,1
12:13:37,0,74.64,1016,1
12:13:38,0,73.34,1016,1
12:13:39,0,75.45,1015,1
12:13:40,0,73.29,1015,1
12:13:41,0,75.1,1015,1
12:13:42,0,74.29,1015,1
12:13:43,0,74.29,1015,1
12:13:44,0,-1,1015,1
12:13:45,0,-1,1015,1
12:13:46,0,75.45,1015,1
12:13:47,0,83.83,1014,1
12:13:48,0,75.95,1014,1
12:13:49,0,74.91,1014,1
12:13:50,0,-1,1014,1
12:13:51,0,78.33,1014,1
12:13:52,0,-1,1014,1
12:13:53,0,-1,1014,1
12:13:54,0,-1,1014,1
12:13:55,0,-1,1018,1
12:13:56,0,76.14,1018,1
12:13:57,0,80.45,1018,1
12:13:58,0,80.71,1019,1
12:13:59,0,81.26,1019,1
12:14:00,0,-1,1019,1
12:14:01,0,-1,1019,1
12:14:02,0,-1,1020,1
12:14:03,0,-1,1020,1
12:14:04,0,75.4,1020,1
12:14:05,0,-1,1020,1
12:14:06,0,74.55,1022,1
12:14:07,0,78.66,1022,1
12:14:08,0,79.41,1022,1
12:14:09,0,73.47,1022,1
12:14:10,0,74.5,1024,1
12:14:11,0,74.16,1024,1
12:14:12,0,73.34,1024,1
12:14:13,0,73.6,1024,1
12:14:14,0,79.47,1025,1
12:14:15,0,74.36,1025,1
12:14:16,0,73.28,1025,1
12:14:17,0,73.16,1025,1
12:14:18,0,73,1025,1
12:14:19,0,72.93,1025,1
12:14:20,0,72.98,1025,1
12:14:21,0,74.36,1027,1
12:14:22,0,74.38,1027,1
12:14:23,0,73.97,1027,1
12:14:24,0,73.14,1027,1
12:14:25,0,73.14,1027,1
12:14:26,0,74.83,1027,1
12:14:27,0,74.78,1027,1
12:14:28,0,76.53,1027,1
12:14:29,0,-1,1028,1
12:14:30,0,76.19,1028,1
12:14:31,0,77.88,1028,1
12:14:32,0,-1,1028,1
12:14:33,0,-1,1029,1
12:14:34,0,80.91,1029,1
12:14:35,0,75.93,1029,1
12:14:36,0,74.57,1029,1
12:14:37,0,74.57,1029,1
12:14:38,0,73.28,1029,1
12:14:39,0,75.4,1029,1
12:14:40,0,75.38,1029,1
12:14:41,0,-1,1029,1
12:14:42,0,79.29,1029,1
12:14:43,0,84.98,1029,1
12:14:44,0,-1,1030,1
12:14:45,0,77.59,1030,1
12:14:46,0,79.28,1030,1
12:14:47,0,-1,1030,1
12:14:48,0,-1,1030,1
12:14:49,0,80.16,1030,1
12:14:50,0,81.17,1030,1
12:14:51,0,79.62,1030,1
12:14:52,0,-1,1030,1
12:14:53,0,76.98,1030,1
12:14:54,0,77.1,1030,1
12:14:55,0,74.31,1032,1
12:14:56,0,75.79,1032,1
12:14:57,1,75.52,1032,1
12:14:58,1,-1,1032,1
12:14:59,1,79.48,1034,1
12:15:00,1,-1,1034,1
12:15:01,1,76.55,1034,1
12:15:02,1,76.19,1034,1
12:15:03,1,76.71,1038,1
12:15:04,1,75.38,1038,1
12:15:05,1,75.86,1038,1
12:15:06,1,-1,1038,1
12:15:07,1,-1,1045,1
12:15:08,1,-1,1045,1
12:15:09,1,-1,1045,1
12:15:10,1,-1,1045,1
12:15:11,0,78.4,1062,1
12:15:12,0,79.83,1062,1
12:15:13,0,-1,1062,1
12:15:14,0,-1,1074,1
12:15:15,0,-1,1074,1
12:15:16,0,76.84,1074,1
12:15:17,0,81.53,1074,1
12:15:18,0,-1,1092,1
12:15:19,0,-1,1092,1
12:15:20,0,76.98,1092,1
12:15:21,0,-1,1092,1
12:15:22,0,-1,1098,1
12:15:23,0,-1,1098,1
12:15:24,0,76.28,1098,1
12:15:25,0,78.4,1098,1
12:15:26,0,76.16,1108,1
12:15:27,0,77.98,1108,1
12:15:28,0,76.9,1108,1
12:15:29,0,77.1,1108,1
12:15:30,0,75.55,1120,1
12:15:31,0,-1,1120,1
12:15:32,0,-1,1120,1
12:15:33,0,-1,1123,1
12:15:34,0,82.81,1123,1
12:15:35,0,-1,1123,1
12:15:36,0,77.47,1123,1
12:15:37,0,-1,1127,1
12:15:38,0,79.21,1127,1
12:15:39,0,-1,1127,1
12:15:40,0,-1,1127,1
12:15:41,0,74.57,1135,1
12:15:42,0,75.95,1135,1
12:15:43,0,82.33,1135,1
12:15:44,0,74.86,1135,1
12:15:45,0,73.55,1149,1
12:15:46,0,74.57,1149,1
12:15:47,0,56.36,1149,1
12:15:48,0,75.66,1149,1
12:15:49,0,76.14,1156,1
12:15:50,0,75.72,1156,1
12:15:51,0,-1,1156,1
12:15:52,0,74.57,1158,1
12:15:53,0,75.26,1158,1
12:15:54,0,75.53,1158,1
12:15:55,0,75.4,1158,1
12:15:56,0,75.31,1162,1
12:15:57,0,76.14,1162,1
12:15:58,1,73.67,1162,1
12:15:59,1,78.21,1162,1
12:16:00,1,72.52,1167,1
12:16:01,1,77.38,1167,1
12:16:02,1,-1,1167,1
12:16:03,1,74.43,1167,1
12:16:04,1,-1,1166,1
12:16:05,1,75.72,1166,1
12:16:06,1,78.86,1166,1
12:16:07,1,75.26,1166,1
12:16:08,1,81.24,1169,1
12:16:09,1,75.38,1169,1
12:16:10,1,81.24,1169,1
12:16:11,1,79.09,1176,1
12:16:12,0,-1,1176,1
12:16:13,0,79.21,1176,1
12:16:14,0,75,1176,1
12:16:15,0,-1,1172,1
12:16:16,1,-1,1172,1
12:16:17,1,73.05,1172,1
12:16:18,1,72.66,1172,1
12:16:19,1,75.93,1171,1
12:16:20,1,73.74,1171,1
12:16:21,1,77.45,1171,1
12:16:22,1,74.64,1171,1
12:16:23,1,73.95,1171,1
12:16:24,1,80.14,1171,1
12:16:25,1,78.88,1171,1
12:16:26,1,72.59,1171,1
12:16:27,1,79.62,1172,1
12:16:28,1,-1,1172,1
12:16:29,1,-1,1172,1
12:16:30,0,76.76,1172,1
12:16:31,0,-1,1172,1
12:16:32,0,75.72,1172,1
12:16:33,0,76.62,1172,1
12:16:34,0,75.79,1172,1
12:16:35,0,77.1,1172,1
12:16:36,0,76.76,1172,1
12:16:37,0,77.26,1172,1
12:16:38,0,-1,1171,1
12:16:39,0,-1,1171,1
12:16:40,0,79.97,1171,1
12:16:41,0,-1,1171,1
12:16:42,0,-1,1172,1
12:16:43,0,74.19,1172,1
12:16:44,0,77.72,1172,1
12:16:45,0,80.1,1172,1
12:16:46,0,-1,1173,1
12:16:47,0,-1,1173,1
12:16:48,0,75.86,1173,1
12:16:49,0,76.55,1175,1
12:16:50,0,74.84,1175,1
12:16:51,0,75.05,1175,1
12:16:52,0,75.4,1175,1
12:16:53,0,-1,1178,1
12:16:54,1,76.83,1178,1
12:16:55,1,-1,1178,1
12:16:56,1,-1,1178,1
12:16:57,1,74.43,1180,1
12:16:58,1,73.5,1180,1
12:16:59,1,-1,1180,1
12:17:00,1,76.47,1180,1
12:17:01,1,75.66,1182,1
12:17:02,1,75.24,1182,1
12:17:03,1,75.6,1182,1
12:17:04,1,77.5,1182,1
12:17:05,1,75.66,1185,1
12:17:06,1,79.21,1185,1
12:17:07,1,78.74,1185,1
12:17:08,0,76.88,1187,1
12:17:09,0,-1,1187,1
12:17:10,0,-1,1187,1
12:17:11,0,74.86,1187,1
12:17:12,0,77.03,1190,1
12:17:13,0,-1,1190,1
12:17:14,0,-1,1190,1
12:17:15,0,-1,1190,1
12:17:16,0,-1,1192,1
12:17:17,0,-1,1192,1
12:17:18,0,-1,1192,1
12:17:19,0,75.86,1192,1
12:17:20,0,-1,1196,1
12:17:21,0,78,1196,1
12:17:22,0,55.97,1196,1
12:17:23,0,-1,1196,1
12:17:24,0,77.09,1196,1
12:17:25,0,-1,1196,1
12:17:26,0,-1,1196,1
12:17:27,0,-1,1196,1
12:17:28,0,74.5,1196,1
12:17:29,0,73.62,1196,1
12:17:30,0,75.19,1196,1
12:17:31,0,74.78,1197,1
12:17:32,0,75.72,1197,1
12:17:33,0,75.31,1197,1
12:17:34,0,-1,1197,1
12:17:35,0,-1,1197,1
12:17:36,0,-1,1197,1
12:17:37,0,-1,1197,1
12:17:38,0,72.59,1197,1
12:17:39,0,80.41,1197,1
12:17:40,0,74.16,1197,1
12:17:41,0,-1,1197,1
12:17:42,0,-1,1201,1
12:17:43,0,73.95,1201,1
12:17:44,0,-1,1201,1
12:17:45,0,-1,1201,1
12:17:46,0,67.76,1201,1
12:17:47,0,80.36,1201,1
12:17:48,1,-1,1201,1
12:17:49,1,79.4,1201,1
12:17:50,1,77.38,1201,1
12:17:51,1,-1,1201,1
12:17:52,1,-1,1201,1
12:17:53,1,75.52,1201,1
12:17:54,1,76.28,1199,1
12:17:55,1,73.74,1199,1
12:17:56,1,-1,1199,1
12:17:57,1,80.09,1199,1
12:17:58,1,-1,1198,1
12:17:59,1,73.4,1198,1
12:18:00,1,81.74,1198,1
12:18:01,1,-1,1197,1
12:18:02,0,74.16,1197,1
12:18:03,0,78.47,1197,1
12:18:04,0,72.45,1197,1
12:18:05,0,74.02,1196,1
12:18:06,0,79.84,1196,1
12:18:07,0,78.53,1196,1
12:18:08,0,79.83,1196,1
12:18:09,0,-1,1195,1
12:18:10,0,-1,1195,1
12:18:11,0,-1,1195,1
12:18:12,0,76.57,1195,1
12:18:13,0,73.19,1194,1
12:18:14,0,-1,1194,1
12:18:15,0,-1,1194,1
12:18:16,0,-1,1194,1
12:18:17,0,-1,1193,1
12:18:18,1,75.28,1193,1
12:18:19,1,-1,1193,1
12:18:20,1,-1,1188,1
12:18:21,1,-1,1188,1
12:18:22,1,-1,1188,1
12:18:23,1,70.55,1188,1
12:18:24,1,-1,1190,1
12:18:25,1,79.24,1190,1
12:18:26,1,-1,1190,1
12:18:27,1,-1,1190,1
12:18:28,1,-1,1306,1
12:18:29,1,-1,1306,0
12:18:30,1,-1,1306,0
12:18:31,1,-1,1306,0
12:18:32,0,-1,1471,0
12:18:33,0,-1,1471,0
12:18:34,0,-1,1471,0
12:18:35,0,-1,1642,0
12:18:36,0,-1,1642,0
12:18:37,0,-1,1642,0
12:18:38,0,-1,1642,0
12:18:39,0,-1,1733,0
12:18:40,0,-1,1733,0
12:18:41,0,-1,1733,0
12:18:42,0,-1,1733,0
12:18:43,0,-1,1774,0
12:18:44,0,-1,1774,0
12:18:45,0,-1,1774,0
12:18:46,0,-1,1774,0
12:18:47,0,-1,1789,0
12:18:48,0,-1,1789,0
12:18:49,0,-1,1789,0
12:18:50,0,-1,1791,0
12:18:51,0,-1,1791,0
12:18:52,0,-1,1791,0
12:18:53,0,-1,1791,0
12:18:54,0,-1,1792,0
12:18:55,0,-1,1792,0
12:18:56,0,-1,1792,0
12:18:57,0,-1,1792,0
12:18:58,0,-1,1757,0
12:18:59,0,-1,1757,0
12:19:00,0,-1,1757,0
12:19:01,0,-1,1757,0
12:19:02,0,-1,1752,0
12:19:03,0,-1,1752,0
12:19:04,0,-1,1752,0
12:19:05,0,-1,1742,0
12:19:06,0,-1,1742,0
12:19:07,0,-1,1742,0
12:19:08,0,-1,1742,0
12:19:09,0,-1,1739,0
12:19:10,0,-1,1739,0
12:19:11,0,-1,1739,0
12:19:12,0,-1,1739,0
12:19:13,0,-1,1725,0
12:19:14,0,-1,1725,0
12:19:15,0,-1,1725,0
12:19:16,0,-1,1725,0
12:19:17,0,-1,1718,0
12:19:18,0,-1,1718,0
12:19:19,0,-1,1718,0
12:19:20,0,-1,1712,0
12:19:21,0,-1,1712,0
12:19:22,0,-1,1712,0
12:19:23,0,-1,1712,0
12:19:24,0,-1,1700,0
12:19:25,0,-1,1700,0
12:19:26,0,-1,1700,0
12:19:27,0,-1,1700,0
12:19:28,0,-1,1691,0
12:19:29,0,-1,1691,0
12:19:30,0,-1,1691,0
12:19:31,0,-1,1691,0
12:19:32,0,-1,1693,0
12:19:33,0,-1,1693,0
12:19:34,0,-1,1693,0
12:19:35,0,-1,1685,0
12:19:36,0,-1,1685,0
12:19:37,0,-1,1685,0
12:19:38,0,-1,1685,0
12:19:39,0,-1,1678,0
12:19:40,0,-1,1678,0
12:19:41,0,-1,1678,0
12:19:42,0,-1,1678,0
12:19:43,0,-1,1668,0
12:19:44,0,-1,1668,0
12:19:45,0,-1,1668,0
12:19:46,0,-1,1668,0
12:19:47,0,-1,1655,0
12:19:48,0,-1,1655,0
12:19:49,0,-1,1655,0
12:19:50,0,-1,1645,0
12:19:51,0,-1,1645,0
12:19:52,0,-1,1645,0
12:19:53,0,-1,1645,0
12:19:54,0,-1,1634,0
12:19:55,0,-1,1634,0
12:19:56,0,-1,1634,0
12:19:57,0,-1,1634,0
12:19:58,0,-1,1626,0
12:19:59,0,-1,1626,0
12:20:00,0,-1,1626,0
12:20:01,0,-1,1626,0
12:20:02,0,-1,1609,0
12:20:03,0,-1,1609,0
12:20:04,0,-1,1609,0
12:20:05,0,-1,1603,0
12:20:06,0,-1,1603,0
12:20:07,0,-1,1603,0
12:20:08,0,-1,1603,0
12:20:09,0,-1,1593,0
12:20:10,0,-1,1593,0
12:20:11,0,-1,1593,0
12:20:12,0,-1,1593,0
12:20:13,0,-1,1587,0
12:20:14,0,-1,1587,0
12:20:15,0,-1,1587,0
12:20:16,0,-1,1587,0
12:20:17,0,-1,1589,0
12:20:18,0,-1,1589,0
12:20:19,0,-1,1589,0
12:20:20,0,-1,1606,0
12:20:21,0,-1,1606,0
12:20:22,0,-1,1606,0
12:20:23,0,-1,1606,0
12:20:24,0,-1,1598,0
12:20:25,0,-1,1598,0
12:20:26,0,-1,1598,0
12:20:27,0,-1,1598,0
12:20:28,0,-1,1595,0
12:20:29,0,-1,1595,0
12:20:30,0,-1,1595,0
12:20:31,0,-1,1595,0
12:20:32,0,-1,1596,0
12:20:33,0,-1,1596,0
12:20:34,0,-1,1596,0
12:20:35,0,-1,1599,0
12:20:36,0,-1,1599,0
12:20:37,0,-1,1599,0
12:20:38,0,-1,1599,0
12:20:39,0,-1,1580,0
12:20:40,0,-1,1580,0
12:20:41,0,-1,1580,0
12:20:42,0,-1,1580,0
12:20:43,0,-1,1559,0
12:20:44,0,-1,1559,0
12:20:45,0,-1,1559,0
12:20:46,0,-1,1559,0
12:20:47,0,-1,1542,0
12:20:48,0,-1,1542,0
12:20:49,0,-1,1542,0
12:20:50,0,-1,1528,0
12:20:51,0,-1,1528,0
12:20:52,0,-1,1528,0
12:20:53,0,-1,1528,0
12:20:54,0,-1,1518,0
12:20:55,0,-1,1518,0
12:20:56,0,-1,1518,0
12:20:57,0,-1,1518,0
12:20:58,0,-1,1505,0
12:20:59,0,-1,1505,0
12:21:00,0,-1,1505,0
12:21:01,0,-1,1505,0
12:21:02,0,-1,1491,0
12:21:03,0,-1,1491,0
12:21:04,0,-1,1491,0
12:21:05,0,-1,1467,0
12:21:06,0,-1,1467,0
12:21:07,0,-1,1467,0
12:21:08,0,-1,1467,0
12:21:09,0,-1,1454,0
12:21:10,0,-1,1454,0
12:21:11,0,-1,1454,0
12:21:12,0,-1,1454,0
12:21:13,0,-1,1438,0
12:21:14,0,-1,1438,0
12:21:15,0,-1,1438,0
12:21:16,0,-1,1438,0
12:21:17,0,-1,1424,0
12:21:18,0,-1,1424,0
12:21:19,0,-1,1424,0
12:21:20,0,-1,1412,0
12:21:21,0,-1,1412,0
12:21:22,0,-1,1412,0
12:21:23,0,-1,1412,0
12:21:24,0,-1,1408,0
12:21:25,0,-1,1408,0
12:21:26,0,-1,1408,0
12:21:27,0,-1,1408,0
12:21:28,0,-1,1396,0
12:21:29,0,-1,1396,0
12:21:30,0,-1,1396,0
12:21:31,0,-1,1396,0
12:21:32,0,-1,1387,0
12:21:33,0,-1,1387,0
12:21:34,0,-1,1387,0
12:21:35,0,-1,1383,0
12:21:36,0,-1,1383,0
12:21:37,0,-1,1383,0
12:21:38,0,-1,1383,0
12:21:39,0,-1,1376,0
12:21:40,0,-1,1376,0
12:21:41,0,-1,1376,0
12:21:42,0,-1,1376,0
12:21:43,0,-1,1373,0
12:21:44,0,-1,1373,0
12:21:45,0,-1,1373,0
12:21:46,0,-1,1373,0
12:21:47,0,-1,1370,0
12:21:48,1,-1,1370,0
12:21:49,1,-1,1370,0
12:21:50,1,-1,1379,0
12:21:51,1,64.62,1379,1
12:21:52,1,-1,1379,0
12:21:53,1,16.57,1379,0
12:21:54,1,-1,1754,1
12:21:55,1,67.07,1754,1
12:21:56,1,-1,1754,1
12:21:57,1,53.78,1754,1
12:21:58,1,-1,1656,1
12:21:59,1,83.84,1656,1
12:22:00,1,-1,1656,1
12:22:01,1,-1,1656,1
12:22:02,0,-1,1504,1
12:22:03,0,76.21,1504,1
12:22:04,0,-1,1504,1
12:22:05,0,69.52,1470,1
12:22:06,1,75.59,1470,1
12:22:07,1,77.93,1470,1
12:22:08,1,76.9,1470,1
12:22:09,1,-1,1483,1
12:22:10,1,80.29,1483,1
12:22:11,1,-1,1483,1
12:22:12,1,79.09,1483,1
12:22:13,1,76.55,1481,1
12:22:14,1,77.86,1481,1
12:22:15,1,-1,1481,1
12:22:16,1,75.72,1481,1
12:22:17,1,80.1,1390,1
12:22:18,1,76.97,1390,1
12:22:19,1,76.62,1390,1
12:22:20,0,-1,1300,1
12:22:21,0,-1,1300,1
12:22:22,0,72.38,1300,1
12:22:23,0,77.84,1300,1
12:22:24,0,-1,1187,1
12:22:25,1,73.6,1187,1
12:22:26,1,74.09,1187,1
12:22:27,1,75.45,1187,1
12:22:28,1,73.83,1159,1
12:22:29,1,77.03,1159,1
12:22:30,1,74.43,1159,1
12:22:31,1,75.24,1159,1
12:22:32,1,-1,1107,1
12:22:33,1,78.31,1107,1
12:22:34,1,75.79,1107,1
12:22:35,1,79.95,1107,1
12:22:36,1,74.1,1041,1
12:22:37,1,74.72,1041,1
12:22:38,1,75.79,1041,1
12:22:39,0,75.12,960,1
12:22:40,0,74.71,960,1
12:22:41,0,-1,960,1
12:22:42,0,75.07,960,1
12:22:43,1,76.41,902,1
12:22:44,1,76,902,1
12:22:45,1,75.93,902,1
12:22:46,1,76.59,902,1
12:22:47,1,77.76,862,1
12:22:48,1,72.66,862,1
12:22:49,1,72.45,862,1
12:22:50,1,-1,862,1
12:22:51,1,69.66,889,1
12:22:52,1,-1,889,1
12:22:53,1,71.09,889,1
12:22:54,1,-1,889,1
12:22:55,1,-1,959,1
12:22:56,1,-1,959,1
12:22:57,0,-1,959,1
12:22:58,0,48.33,989,1
12:22:59,0,69.66,989,1
12:23:00,0,64.83,989,1
12:23:01,0,-1,989,1
12:23:02,0,47.91,1064,1
12:23:03,0,64.95,1064,1
12:23:04,0,66.6,1064,1
12:23:05,0,65.24,1064,1
12:23:06,0,75.19,1136,1
12:23:07,0,65.98,1136,1
12:23:08,0,50.66,1136,1
12:23:09,0,68.1,1136,1
12:23:10,0,-1,1170,1
12:23:11,0,64.71,1170,1
12:23:12,0,66.03,1170,1
12:23:13,0,65.91,1174,1
12:23:14,0,65.03,1174,1
12:23:15,0,66.19,1174,1
12:23:16,0,-1,1174,1
12:23:17,0,67.28,1157,1
12:23:18,0,65.22,1157,1
