Time,Motion (Triggered),Distance (in CM),CO2 ( in PPM),Manual Occupancy (1 = TRUE)
11:26:40,1,80.14,422,1
11:26:41,1,72.97,406,1
11:26:42,1,-1,406,1
11:26:43,1,-1,406,1
11:26:44,1,74.98,406,1
11:26:45,1,-1,401,1
11:26:46,1,67.26,401,1
11:26:47,0,-1,401,1
11:26:48,0,-1,414,1
11:26:49,0,-1,414,1
11:26:50,0,-1,414,1
11:26:51,0,19.78,414,1
11:26:52,1,15.48,414,1
11:26:53,1,-1,414,1
11:26:54,1,82.47,414,1
11:26:55,1,-1,414,1
11:26:56,1,-1,426,1
11:26:57,1,41.72,426,1
11:26:58,1,41.24,426,1
11:26:59,1,72.12,426,1
11:27:00,1,55.48,430,1
11:27:01,1,-1,430,1
11:27:02,1,75.31,430,1
11:27:03,1,75.05,430,1
11:27:04,1,-1,427,1
11:27:05,1,-1,427,1
11:27:06,0,71.29,427,1
11:27:07,0,-1,425,1
11:27:08,0,-1,425,1
11:27:09,0,70.12,425,1
11:27:10,0,-1,425,1
11:27:11,0,70.14,421,1
11:27:12,1,71.48,421,1
11:27:13,1,75.38,421,1
11:27:14,1,73.81,421,1
11:27:15,1,-1,418,1
11:27:16,1,-1,418,1
11:27:17,1,76.81,418,1
11:27:18,1,77.03,418,1
11:27:19,1,68.48,416,1
11:27:20,1,71.26,416,1
11:27:21,1,71.5,416,1
11:27:22,1,-1,416,1
11:27:23,1,72.38,417,1
11:27:24,1,74.81,417,1
11:27:25,1,-1,417,1
11:27:26,0,69.86,421,1
11:27:27,0,-1,421,1
11:27:28,0,76.74,421,1
11:27:29,0,-1,421,1
11:27:30,0,-1,424,1
11:27:31,0,71.64,424,1
11:27:32,0,73.9,424,1
11:27:33,0,78.83,424,1
11:27:34,0,70.33,423,1
11:27:35,0,76.21,423,1
11:27:36,0,-1,423,1
11:27:37,1,71.69,423,1
11:27:38,1,70.26,423,1
11:27:39,1,71.5,423,1
11:27:40,1,62.22,423,1
11:27:41,1,-1,423,1
11:27:42,1,-1,421,1
11:27:43,1,-1,421,1
11:27:44,1,71.79,421,1
11:27:45,1,71.16,421,1
11:27:46,1,-1,421,1
11:27:47,1,-1,421,1
11:27:48,1,-1,421,1
11:27:49,1,71.9,429,1
11:27:50,1,74.48,429,1
11:27:51,1,-1,429,1
11:27:52,0,29.26,429,1
11:27:53,0,33.95,440,1
11:27:54,0,33.33,440,1
11:27:55,0,-1,440,1
11:27:56,1,70.07,440,1
11:27:57,1,-1,450,1
11:27:58,1,74.71,450,1
11:27:59,1,64.07,450,1
11:28:00,1,-1,450,1
11:28:01,1,71.09,458,1
11:28:02,1,-1,458,1
11:28:03,1,-1,458,1
11:28:04,1,-1,470,1
11:28:05,1,-1,470,1
11:28:06,1,73.53,470,1
11:28:07,1,33.33,470,1
11:28:08,1,-1,487,1
11:28:09,0,12.02,487,1
11:28:10,0,17.81,487,1
11:28:11,0,16.57,487,1
11:28:12,0,-1,581,1
11:28:13,0,15.34,581,1
11:28:14,0,-1,581,1
11:28:15,0,-1,581,1
11:28:16,0,-1,726,1
11:28:17,0,72.72,726,1
11:28:18,1,71.83,726,1
11:28:19,1,74.5,820,1
11:28:20,1,68.71,820,1
11:28:21,1,70.28,820,1
11:28:22,1,73,820,1
11:28:23,1,-1,872,1
11:28:24,1,-1,872,1
11:28:25,1,69.86,872,1
11:28:26,1,69.59,872,1
11:28:27,1,65.22,921,1
11:28:28,1,69.24,921,1
11:28:29,1,-1,921,1
11:28:30,1,71.57,921,1
11:28:31,1,-1,954,1
11:28:32,0,72.52,954,1
11:28:33,0,67.81,954,1
11:28:34,0,66.72,954,1
11:28:35,0,65.86,968,1
11:28:36,0,65.43,968,1
11:28:37,0,65.9,968,1
11:28:38,0,-1,965,1
11:28:39,0,-1,965,1
11:28:40,1,-1,965,1
11:28:41,1,-1,965,1
11:28:42,1,-1,955,0
11:28:43,1,-1,955,0
11:28:44,1,-1,955,0
11:28:45,1,-1,955,0
11:28:46,1,-1,904,0
11:28:47,1,-1,904,0
11:28:48,1,-1,904,0
11:28:49,1,-1,904,0
11:28:50,1,-1,853,0
11:28:51,1,-1,853,0
11:28:52,1,-1,853,0
11:28:53,1,-1,809,0
11:28:54,0,-1,809,0
11:28:55,0,-1,809,0
11:28:56,0,-1,809,0
11:28:57,0,-1,767,0
11:28:58,0,-1,767,0
11:28:59,0,-1,767,0
11:29:00,0,-1,767,0
11:29:01,0,-1,734,0
11:29:02,0,-1,734,0
11:29:03,0,-1,734,0
11:29:04,0,-1,734,0
11:29:05,0,-1,708,0
11:29:06,0,-1,708,0
11:29:07,0,-1,708,0
11:29:08,0,-1,700,0
11:29:09,0,-1,700,0
11:29:10,0,-1,700,0
11:29:11,0,-1,700,0
11:29:12,0,-1,685,0
11:29:13,0,-1,685,0
11:29:14,0,-1,685,0
11:29:15,0,-1,685,0
11:29:16,0,-1,670,0
11:29:17,0,-1,670,0
11:29:18,0,-1,670,0
11:29:19,0,-1,670,0
11:29:20,0,-1,660,0
11:29:21,0,-1,660,0
11:29:22,0,-1,660,0
11:29:23,0,-1,650,0
11:29:24,0,-1,650,0
11:29:25,0,-1,650,0
11:29:26,0,-1,650,0
11:29:27,0,-1,644,0
11:29:28,0,-1,644,0
11:29:29,0,-1,644,0
11:29:30,0,-1,644,0
11:29:31,0,-1,642,0
11:29:32,0,-1,642,0
11:29:33,0,-1,642,0
11:29:34,0,-1,642,0
11:29:35,0,-1,640,0
11:29:36,0,-1,640,0
11:29:37,0,-1,640,0
11:29:38,0,-1,641,0
11:29:39,0,-1,641,0
11:29:40,0,-1,641,0
11:29:41,0,-1,641,0
11:29:42,0,-1,638,0
11:29:43,0,-1,638,0
11:29:44,0,-1,638,0
11:29:45,0,-1,638,0
11:29:46,0,-1,638,0
11:29:47,0,-1,638,0
11:29:48,0,-1,638,0
11:29:49,0,-1,638,0
11:29:50,0,-1,638,0
11:29:51,0,-1,638,0
11:29:52,0,-1,638,0
11:29:53,0,-1,639,0
11:29:54,0,-1,639,0
11:29:55,0,-1,639,0
11:29:56,0,-1,639,0
11:29:57,0,-1,639,0
11:29:58,0,-1,639,0
11:29:59,0,-1,639,0
11:30:00,0,-1,639,0
11:30:01,0,-1,639,0
11:30:02,0,-1,639,0
11:30:03,0,-1,639,0
11:30:04,0,-1,639,0
11:30:05,0,-1,639,0
11:30:06,0,-1,639,0
11:30:07,0,-1,639,0
11:30:08,0,-1,638,0
11:30:09,0,-1,638,0
11:30:10,0,-1,638,0
11:30:11,0,-1,638,0
11:30:12,0,-1,637,0
11:30:13,0,-1,637,0
11:30:14,0,-1,637,0
11:30:15,0,-1,637,0
11:30:16,0,-1,638,0
11:30:17,0,-1,638,0
11:30:18,0,-1,638,0
11:30:19,0,-1,637,0
11:30:20,0,-1,637,0
11:30:21,0,-1,637,0
11:30:22,0,-1,637,0
11:30:23,0,-1,637,0
11:30:24,0,-1,637,0
11:30:25,0,-1,637,0
11:30:26,0,-1,637,0
11:30:27,0,-1,639,0
11:30:28,0,-1,639,0
11:30:29,0,-1,639,0
11:30:30,0,-1,642,0
11:30:31,0,-1,642,0
11:30:32,0,-1,642,0
11:30:33,0,-1,642,0
11:30:34,0,-1,644,0
11:30:35,0,-1,644,0
11:30:36,0,-1,644,0
11:30:37,0,-1,644,0
11:30:38,0,-1,648,0
11:30:39,0,-1,648,0
11:30:40,0,-1,648,0
11:30:41,0,-1,655,0
11:30:42,0,-1,655,0
11:30:43,0,-1,655,0
11:30:44,0,-1,655,0
11:30:45,0,-1,659,0
11:30:46,0,-1,659,0
11:30:47,0,-1,659,0
11:30:48,0,-1,659,0
11:30:49,0,-1,662,0
11:30:50,0,-1,662,0
11:30:51,0,-1,662,0
11:30:52,0,-1,662,0
11:30:53,0,-1,665,0
11:30:54,0,-1,665,0
11:30:55,0,-1,665,0
11:30:56,0,-1,668,0
11:30:57,0,-1,668,0
11:30:58,0,-1,668,0
11:30:59,0,-1,668,0
11:31:00,0,-1,670,0
11:31:01,0,-1,670,0
11:31:02,0,-1,670,0
11:31:03,0,-1,670,0
11:31:04,0,-1,672,0
11:31:05,0,-1,672,0
11:31:06,0,-1,672,0
11:31:07,0,-1,674,0
11:31:08,0,-1,674,0
11:31:09,0,-1,674,0
11:31:10,0,-1,674,0
11:31:11,0,-1,676,0
11:31:12,0,-1,676,0
11:31:13,0,-1,676,0
11:31:14,0,-1,676,0
11:31:15,0,-1,676,0
11:31:16,0,-1,676,0
11:31:17,0,-1,676,0
11:31:18,0,-1,676,0
11:31:19,0,-1,677,0
11:31:20,0,-1,677,0
11:31:21,0,-1,677,0
11:31:22,0,-1,679,0
11:31:23,0,-1,679,0
11:31:24,0,-1,679,0
11:31:25,0,-1,679,0
11:31:26,0,-1,680,0
11:31:27,0,-1,680,0
11:31:28,0,-1,680,0
11:31:29,0,-1,680,0
11:31:30,0,-1,680,0
11:31:31,0,-1,680,0
11:31:32,0,-1,680,0
11:31:33,0,-1,680,0
11:31:34,0,-1,680,0
11:31:35,0,-1,680,0
11:31:36,0,-1,680,0
11:31:37,0,-1,680,0
11:31:38,0,-1,680,0
11:31:39,0,-1,680,0
11:31:40,0,-1,680,0
11:31:41,0,-1,680,0
11:31:42,0,-1,680,0
11:31:43,0,-1,680,0
11:31:44,0,-1,680,0
11:31:45,0,-1,680,0
11:31:46,0,-1,680,0
11:31:47,0,-1,680,0
11:31:48,0,-1,680,0
11:31:49,0,-1,680,0
11:31:50,0,-1,680,0
11:31:51,0,-1,680,0
11:31:52,0,-1,679,0
11:31:53,0,-1,679,0
11:31:54,0,-1,679,0
11:31:55,0,-1,679,0
11:31:56,0,-1,679,0
11:31:57,0,-1,679,0
11:31:58,0,-1,679,0
11:31:59,0,-1,679,0
11:32:00,0,-1,679,0
11:32:01,0,-1,679,0
11:32:02,0,63.76,679,0
11:32:03,0,-1,679,0
11:32:04,0,-1,679,0
11:32:05,0,-1,679,0
11:32:06,0,-1,679,0
11:32:07,0,-1,679,0
11:32:08,0,-1,679,0
11:32:09,0,-1,679,0
11:32:10,0,-1,679,0
11:32:11,0,-1,678,0
11:32:12,0,-1,678,0
11:32:13,0,-1,678,0
11:32:14,0,-1,678,0
11:32:15,0,-1,678,0
11:32:16,0,-1,678,0
11:32:17,0,-1,678,0
11:32:18,0,-1,678,0
11:32:19,0,-1,678,0
11:32:20,0,-1,678,0
11:32:21,0,-1,678,0
11:32:22,0,-1,678,0
11:32:23,0,-1,678,0
11:32:24,0,-1,678,0
11:32:25,0,-1,678,0
11:32:26,0,-1,679,0
11:32:27,0,-1,679,0
11:32:28,0,-1,679,0
11:32:29,0,-1,679,0
11:32:30,0,-1,678,0
11:32:31,0,-1,678,0
11:32:32,0,-1,678,0
11:32:33,0,-1,678,0
11:32:34,0,-1,679,0
11:32:35,0,-1,679,0
11:32:36,0,-1,679,0
11:32:37,0,-1,679,0
11:32:38,0,-1,679,0
11:32:39,0,-1,679,0
11:32:40,0,-1,679,0
11:32:41,0,-1,678,0
11:32:42,0,-1,678,0
11:32:43,0,-1,678,0
11:32:44,0,-1,678,0
11:32:45,0,-1,678,0
11:32:46,0,-1,678,0
11:32:47,0,-1,678,0
11:32:48,0,-1,678,0
11:32:49,0,-1,678,0
11:32:50,0,-1,678,0
11:32:51,0,-1,678,0
11:32:52,0,-1,677,0
11:32:53,0,-1,677,0
11:32:54,0,-1,677,0
11:32:55,0,-1,677,0
11:32:56,0,-1,676,0
11:32:57,0,-1,676,0
11:32:58,0,-1,676,0
11:32:59,0,-1,676,0
11:33:00,0,-1,675,0
11:33:01,0,-1,675,0
11:33:02,0,-1,675,0
11:33:03,0,-1,675,0
11:33:04,0,-1,674,0
11:33:05,0,-1,674,0
11:33:06,0,-1,674,0
11:33:07,0,-1,673,0
11:33:08,0,-1,673,0
11:33:09,0,-1,673,0
11:33:10,0,-1,673,0
11:33:11,0,-1,672,0
11:33:12,0,-1,672,0
11:33:13,0,-1,672,0
11:33:14,0,-1,672,0
11:33:15,0,-1,672,0
11:33:16,0,-1,672,0
11:33:17,0,58.71,672,0
11:33:18,0,-1,672,0
11:33:19,0,-1,671,0
11:33:20,0,-1,671,0
11:33:21,0,-1,671,0
11:33:22,0,-1,670,0
11:33:23,0,-1,670,0
11:33:24,0,-1,670,0
11:33:25,0,-1,670,0
11:33:26,0,-1,670,0
11:33:27,0,-1,670,0
11:33:28,0,-1,670,0
11:33:29,0,-1,670,0
11:33:30,0,-1,670,0
11:33:31,0,-1,670,0
11:33:32,0,-1,670,0
11:33:33,0,-1,672,0
11:33:34,0,-1,672,0
11:33:35,0,-1,672,0
11:33:36,0,-1,672,0
11:33:37,0,-1,671,0
11:33:38,0,-1,671,0
11:33:39,0,-1,671,0
11:33:40,0,-1,671,0
11:33:41,0,-1,671,0
11:33:42,0,-1,671,0
11:33:43,0,-1,671,0
11:33:44,0,-1,671,0
11:33:45,0,-1,671,0
11:33:46,0,-1,671,0
11:33:47,0,-1,671,0
11:33:48,0,-1,670,0
11:33:49,0,-1,670,0
11:33:50,0,-1,670,0
11:33:51,0,-1,670,0
11:33:52,0,-1,670,0
11:33:53,0,-1,670,0
11:33:54,0,-1,670,0
11:33:55,0,-1,670,0
11:33:56,0,-1,670,0
11:33:57,0,-1,670,0
11:33:58,0,-1,670,0
11:33:59,0,-1,670,0
11:34:00,0,-1,669,0
11:34:01,0,-1,669,0
11:34:02,0,-1,669,0
11:34:03,0,-1,668,0
11:34:04,0,-1,668,0
11:34:05,0,-1,668,0
11:34:06,0,-1,668,0
11:34:07,0,-1,667,0
11:34:08,0,-1,667,0
11:34:09,0,-1,667,0
11:34:10,0,-1,667,0
11:34:11,0,-1,667,0
11:34:12,0,-1,667,0
11:34:13,0,-1,667,0
11:34:14,0,-1,667,0
11:34:15,0,-1,667,0
11:34:16,0,-1,667,0
11:34:17,0,-1,667,0
11:34:18,0,-1,666,0
11:34:19,0,-1,666,0
11:34:20,0,-1,666,0
11:34:21,0,-1,666,0
11:34:22,0,-1,666,0
11:34:23,0,-1,666,0
11:34:24,0,-1,666,0
11:34:25,0,-1,666,0
11:34:26,0,-1,665,0
11:34:27,0,-1,665,0
11:34:28,0,-1,665,0
11:34:29,0,-1,665,0
11:34:30,0,-1,665,0
11:34:31,0,-1,665,0
11:34:32,0,-1,665,0
11:34:33,0,-1,665,0
11:34:34,0,-1,665,0
11:34:35,0,-1,665,0
11:34:36,0,-1,665,0
11:34:37,0,-1,664,0
11:34:38,0,-1,664,0
11:34:39,0,-1,664,0
11:34:40,0,-1,664,0
11:34:41,0,-1,663,0
11:34:42,0,-1,663,0
11:34:43,0,-1,663,0
11:34:44,0,-1,663,0
11:34:45,0,-1,661,0
11:34:46,0,-1,661,0
11:34:47,0,-1,661,0
11:34:48,0,-1,658,0
11:34:49,0,-1,658,0
11:34:50,0,-1,658,0
11:34:51,0,-1,658,0
11:34:52,0,-1,655,0
11:34:53,0,-1,655,0
11:34:54,0,-1,655,0
11:34:55,0,-1,655,0
11:34:56,0,-1,653,0
11:34:57,0,-1,653,0
11:34:58,0,-1,653,0
11:34:59,0,-1,653,0
11:35:00,0,-1,652,0
11:35:01,0,-1,652,0
11:35:02,0,-1,652,0
11:35:03,0,-1,651,0
11:35:04,0,-1,651,0
11:35:05,0,-1,651,0
11:35:06,0,-1,651,0
11:35:07,0,-1,651,0
11:35:08,0,-1,651,0
11:35:09,0,-1,651,0
11:35:10,0,-1,651,0
11:35:11,0,-1,652,0
11:35:12,0,-1,652,0
11:35:13,0,56.78,652,0
11:35:14,0,-1,652,0
11:35:15,0,-1,652,0
11:35:16,0,-1,652,0
11:35:17,0,-1,652,0
11:35:18,0,-1,652,0
11:35:19,0,-1,652,0
11:35:20,0,-1,652,0
11:35:21,0,-1,652,0
11:35:22,0,-1,652,0
11:35:23,0,-1,652,0
11:35:24,0,-1,652,0
11:35:25,0,-1,652,0
11:35:26,0,-1,652,0
11:35:27,0,-1,652,0
11:35:28,0,-1,652,0
11:35:29,0,-1,652,0
11:35:30,0,-1,651,0
11:35:31,0,-1,651,0
11:35:32,0,-1,651,0
11:35:33,0,-1,652,0
11:35:34,0,-1,652,0
11:35:35,0,-1,652,0
11:35:36,0,-1,652,0
11:35:37,0,-1,651,0
11:35:38,0,-1,651,0
11:35:39,0,-1,651,0
11:35:40,0,-1,651,0
11:35:41,0,-1,651,0
11:35:42,0,-1,651,0
11:35:43,0,-1,651,0
11:35:44,0,-1,651,0
11:35:45,0,-1,651,0
11:35:46,0,-1,651,0
11:35:47,0,-1,651,0
11:35:48,0,-1,651,0
11:35:49,0,-1,651,0
11:35:50,0,-1,651,0
11:35:51,0,-1,651,0
11:35:52,0,-1,651,0
11:35:53,0,-1,651,0
11:35:54,0,-1,651,0
11:35:55,0,-1,651,0
11:35:56,0,-1,651,0
11:35:57,0,-1,651,0
11:35:58,0,-1,651,0
11:35:59,0,-1,652,0
11:36:00,0,-1,652,0
11:36:01,0,-1,652,0
11:36:02,0,-1,652,0
11:36:03,0,-1,653,0
11:36:04,0,-1,653,0
11:36:05,0,-1,653,0
11:36:06,0,-1,653,0
11:36:07,0,-1,653,0
11:36:08,0,-1,653,0
11:36:09,0,-1,653,0
11:36:10,0,-1,653,0
11:36:11,0,-1,652,0
11:36:12,0,-1,652,0
11:36:13,0,-1,652,0
11:36:14,0,-1,652,0
11:36:15,0,-1,652,0
11:36:16,0,-1,652,0
11:36:17,0,-1,652,0
11:36:18,0,-1,651,0
11:36:19,0,-1,651,0
11:36:20,0,-1,651,0
11:36:21,0,-1,651,0
11:36:22,0,-1,651,0
11:36:23,0,-1,651,0
11:36:24,0,-1,651,0
11:36:25,0,-1,651,0
11:36:26,0,-1,651,0
11:36:27,0,-1,651,0
11:36:28,0,-1,651,0
11:36:29,0,-1,651,0
11:36:30,0,-1,651,0
11:36:31,0,-1,651,0
11:36:32,0,-1,651,0
11:36:33,0,-1,649,0
11:36:34,0,-1,649,0
11:36:35,0,-1,649,0
11:36:36,0,-1,649,0
11:36:37,0,-1,649,0
11:36:38,0,-1,649,0
11:36:39,0,58.55,649,0
11:36:40,0,-1,649,0
11:36:41,0,-1,648,0
11:36:42,0,-1,648,0
11:36:43,0,-1,648,0
11:36:44,0,-1,648,0
11:36:45,0,-1,648,0
11:36:46,0,-1,648,0
11:36:47,0,-1,648,0
11:36:48,0,-1,647,0
11:36:49,0,-1,647,0
11:36:50,0,-1,647,0
11:36:51,0,-1,647,0
11:36:52,0,-1,645,0
11:36:53,0,-1,645,0
11:36:54,0,-1,645,0
11:36:55,0,-1,645,0
11:36:56,0,-1,645,0
11:36:57,0,-1,645,0
11:36:58,0,-1,645,0
11:36:59,0,-1,644,0
11:37:00,0,-1,644,0
11:37:01,0,-1,644,0
11:37:02,0,-1,644,0
11:37:03,0,-1,644,0
11:37:04,0,-1,644,0
11:37:05,0,-1,644,0
11:37:06,0,-1,644,0
11:37:07,0,-1,643,0
11:37:08,0,-1,643,0
11:37:09,0,-1,643,0
11:37:10,0,-1,644,0
11:37:11,0,-1,644,0
11:37:12,0,-1,644,0
11:37:13,0,-1,644,0
11:37:14,0,-1,643,0
11:37:15,0,-1,643,0
11:37:16,0,-1,643,0
11:37:17,0,-1,643,0
11:37:18,0,-1,643,0
11:37:19,0,-1,643,0
11:37:20,0,-1,643,0
11:37:21,0,-1,643,0
11:37:22,0,-1,642,0
11:37:23,0,-1,642,0
11:37:24,0,-1,642,0
11:37:25,0,-1,642,0
11:37:26,0,-1,642,0
11:37:27,0,-1,642,0
11:37:28,0,-1,642,0
11:37:29,0,-1,640,0
11:37:30,0,-1,640,0
11:37:31,0,-1,640,0
11:37:32,0,-1,640,0
11:37:33,0,-1,639,0
11:37:34,0,-1,639,0
11:37:35,0,-1,639,0
11:37:36,0,-1,638,0
11:37:37,0,-1,638,0
11:37:38,0,-1,638,0
11:37:39,0,-1,638,0
11:37:40,0,-1,637,0
11:37:41,0,-1,637,0
11:37:42,0,-1,637,0
11:37:43,0,-1,637,0
11:37:44,0,-1,636,0
11:37:45,0,-1,636,0
11:37:46,0,-1,636,0
11:37:47,0,-1,636,0
11:37:48,0,-1,636,0
11:37:49,0,-1,636,0
11:37:50,0,-1,636,0
11:37:51,0,-1,634,0
11:37:52,0,-1,634,0
11:37:53,0,-1,634,0
11:37:54,0,-1,634,0
11:37:55,0,-1,634,0
11:37:56,0,-1,634,0
11:37:57,0,-1,634,0
11:37:58,0,-1,634,0
11:37:59,0,-1,634,0
11:38:00,0,-1,634,0
11:38:01,0,-1,634,0
11:38:02,0,-1,634,0
11:38:03,0,-1,634,0
11:38:04,0,-1,634,0
11:38:05,0,-1,634,0
11:38:06,0,-1,634,0
11:38:07,0,-1,634,0
11:38:08,0,-1,634,0
11:38:09,0,-1,634,0
11:38:10,0,-1,633,0
11:38:11,0,-1,633,0
11:38:12,0,-1,633,0
11:38:13,0,-1,633,0
11:38:14,0,-1,632,0
11:38:15,0,-1,632,0
11:38:16,0,-1,632,0
11:38:17,0,-1,632,0
11:38:18,0,-1,632,0
11:38:19,0,-1,632,0
11:38:20,0,-1,632,0
11:38:21,0,-1,632,0
11:38:22,0,-1,632,0
11:38:23,0,-1,632,0
11:38:24,0,-1,632,0
11:38:25,0,-1,631,0
11:38:26,0,-1,631,0
11:38:27,0,-1,631,0
11:38:28,0,-1,631,0
11:38:29,0,-1,630,0
11:38:30,0,-1,630,0
11:38:31,0,-1,630,0
11:38:32,0,-1,630,0
11:38:33,0,-1,630,0
11:38:34,0,-1,630,0
11:38:35,0,-1,630,0
11:38:36,0,-1,630,0
11:38:37,0,-1,630,0
11:38:38,0,-1,630,0
11:38:39,0,-1,630,0
11:38:40,0,-1,630,0
11:38:41,0,-1,630,0
11:38:42,0,-1,630,0
11:38:43,0,-1,630,0
11:38:44,0,-1,630,0
11:38:45,0,-1,630,0
11:38:46,0,60.55,630,0
11:38:47,0,-1,630,0
11:38:48,0,-1,629,0
11:38:49,0,-1,629,0
11:38:50,0,-1,629,0
11:38:51,0,-1,629,0
11:38:52,0,-1,629,0
11:38:53,0,-1,629,0
11:38:54,0,-1,629,0
11:38:55,0,-1,629,0
11:38:56,0,-1,629,0
11:38:57,0,-1,629,0
11:38:58,0,-1,629,0
11:38:59,0,-1,629,0
11:39:00,0,-1,629,0
11:39:01,0,-1,629,0
11:39:02,0,-1,629,0
11:39:03,0,-1,628,0
11:39:04,0,-1,628,0
11:39:05,0,-1,628,0
11:39:06,0,-1,627,0
11:39:07,0,-1,627,0
11:39:08,0,-1,627,0
11:39:09,0,-1,627,0
11:39:10,0,-1,627,0
11:39:11,0,-1,627,0
11:39:12,0,-1,627,0
11:39:13,0,-1,627,0
11:39:14,0,-1,626,0
11:39:15,0,-1,626,0
11:39:16,0,-1,626,0
11:39:17,0,-1,625,0
11:39:18,0,-1,625,0
11:39:19,0,-1,625,0
11:39:20,0,-1,625,0
11:39:21,0,-1,625,0
11:39:22,0,-1,625,0
11:39:23,0,-1,625,0
11:39:24,0,-1,625,0
11:39:25,0,-1,624,0
11:39:26,0,-1,624,0
11:39:27,0,-1,624,0
11:39:28,0,-1,624,0
11:39:29,0,-1,623,0
11:39:30,0,-1,623,0
11:39:31,0,-1,623,0
11:39:32,0,-1,623,0
11:39:33,0,-1,623,0
11:39:34,0,-1,623,0
11:39:35,0,-1,623,0
11:39:36,0,-1,622,0
11:39:37,0,-1,622,0
11:39:38,0,-1,622,0
11:39:39,0,-1,622,0
11:39:40,0,-1,622,0
11:39:41,0,-1,622,0
11:39:42,0,-1,622,0
11:39:43,0,-1,622,0
11:39:44,0,-1,622,0
11:39:45,0,-1,622,0
11:39:46,0,-1,622,0
11:39:47,0,-1,621,0
11:39:48,0,-1,621,0
11:39:49,0,-1,621,0
11:39:50,0,-1,621,0
11:39:51,0,-1,620,0
11:39:52,0,-1,620,0
11:39:53,0,-1,620,0
11:39:54,0,-1,620,0
11:39:55,0,-1,620,0
11:39:56,0,-1,620,0
11:39:57,0,-1,620,0
11:39:58,0,-1,620,0
11:39:59,0,-1,620,0
11:40:00,0,-1,620,0
11:40:01,0,-1,620,0
11:40:02,0,-1,619,0
11:40:03,0,-1,619,0
11:40:04,0,-1,619,0
11:40:05,0,-1,619,0
11:40:06,0,-1,619,0
11:40:07,0,-1,619,0
11:40:08,0,-1,619,0
11:40:09,0,-1,620,0
11:40:10,0,-1,620,0
11:40:11,0,-1,620,0
11:40:12,0,-1,620,0
11:40:13,0,-1,620,0
11:40:14,0,-1,620,0
11:40:15,0,-1,620,0
11:40:16,0,-1,620,0
11:40:17,0,-1,619,0
11:40:18,0,-1,619,0
11:40:19,0,-1,619,0
11:40:20,0,-1,619,0
11:40:21,0,-1,619,0
11:40:22,0,-1,619,0
11:40:23,0,-1,619,0
11:40:24,0,-1,619,0
11:40:25,0,-1,619,0
11:40:26,0,-1,619,0
11:40:27,0,-1,619,0
11:40:28,0,-1,618,0
11:40:29,0,-1,618,0
11:40:30,0,-1,618,0
11:40:31,0,-1,618,0
11:40:32,0,-1,617,0
11:40:33,0,-1,617,0
11:40:34,0,-1,617,0
11:40:35,0,-1,617,0
11:40:36,0,-1,616,0
11:40:37,0,-1,616,0
11:40:38,0,-1,616,0
11:40:39,0,-1,615,0
11:40:40,0,-1,615,0
11:40:41,0,-1,615,0
11:40:42,0,-1,615,0
11:40:43,0,-1,613,0
11:40:44,0,-1,613,0
11:40:45,0,-1,613,0
11:40:46,0,-1,613,0
11:40:47,0,-1,610,0
11:40:48,0,-1,610,0
11:40:49,0,-1,610,0
11:40:50,0,-1,610,0
11:40:51,0,-1,608,0
11:40:52,0,-1,608,0
11:40:53,0,-1,608,0
11:40:54,0,-1,607,0
11:40:55,0,-1,607,0
11:40:56,0,-1,607,0
11:40:57,0,-1,607,0
11:40:58,0,-1,605,0
11:40:59,0,-1,605,0
11:41:00,0,-1,605,0
11:41:01,0,-1,605,0
11:41:02,0,-1,604,0
11:41:03,0,-1,604,0
11:41:04,0,-1,604,0
11:41:05,0,-1,604,0
11:41:06,0,-1,603,0
11:41:07,0,-1,603,0
11:41:08,0,-1,603,0
11:41:09,0,-1,602,0
11:41:10,0,-1,602,0
11:41:11,0,-1,602,0
11:41:12,0,-1,602,0
11:41:13,0,-1,600,0
11:41:14,0,-1,600,0
11:41:15,0,-1,600,0
11:41:16,0,-1,600,0
11:41:17,0,-1,600,0
11:41:18,0,-1,600,0
11:41:19,0,-1,600,0
11:41:20,0,-1,600,0
11:41:21,0,-1,598,0
11:41:22,0,-1,598,0
11:41:23,0,-1,598,0
11:41:24,0,-1,597,0
11:41:25,0,-1,597,0
11:41:26,0,-1,597,0
11:41:27,0,-1,597,0
11:41:28,0,-1,594,0
11:41:29,0,-1,594,0
11:41:30,0,-1,594,0
11:41:31,0,-1,594,0
11:41:32,0,-1,593,0
11:41:33,0,-1,593,0
11:41:34,0,-1,593,0
11:41:35,0,-1,593,0
11:41:36,0,-1,592,0
11:41:37,0,-1,592,0
11:41:38,0,-1,592,0
11:41:39,0,-1,591,0
11:41:40,0,-1,591,0
11:41:41,0,-1,591,0
11:41:42,0,-1,591,0
11:41:43,0,-1,590,0
11:41:44,0,-1,590,0
11:41:45,0,-1,590,0
11:41:46,0,-1,590,0
11:41:47,0,-1,589,0
11:41:48,0,-1,589,0
11:41:49,0,-1,589,0
11:41:50,0,-1,589,0
11:41:51,0,-1,589,0
11:41:52,0,-1,589,0
11:41:53,0,-1,589,0
11:41:54,0,-1,588,0
11:41:55,0,-1,588,0
11:41:56,0,-1,588,0
11:41:57,0,-1,588,0
11:41:58,0,-1,588,0
11:41:59,0,-1,588,0
11:42:00,0,-1,588,0
11:42:01,0,-1,588,0
11:42:02,0,-1,586,0
11:42:03,0,-1,586,0
11:42:04,0,-1,586,0
